level,name,mean,std,min,max,num_trials,hardware,device,source_file
level1,99_TripletMarginLoss.py,0.111,0.0814,0.0399,0.469,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,100_HingeLoss.py,0.102,0.082,0.0128,0.428,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,1_Conv2D_ReLU_BiasAdd.py,0.138,0.117,0.0411,0.631,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,2_ConvTranspose2d_BiasAdd_Clamp_Scaling_Clamp_Divide.py,0.456,0.169,0.251,0.896,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,3_ConvTranspose3d_Sum_LayerNorm_AvgPool_GELU.py,93.8,0.743,90.1,96.2,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,4_Conv2d_Mish_Mish.py,0.138,0.0904,0.0416,0.499,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,5_ConvTranspose2d_Subtract_Tanh.py,0.227,0.123,0.0998,0.583,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,6_Conv3d_Softmax_MaxPool_MaxPool.py,1.21,0.247,0.838,1.75,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,7_Conv3d_ReLU_LeakyReLU_GELU_Sigmoid_BiasAdd.py,2.4,6.25,1.17,39.8,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,8_Conv3d_Divide_Max_GlobalAvgPool_BiasAdd_Sum.py,0.898,0.207,0.76,1.64,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,9_Matmul_Subtract_Multiply_ReLU.py,0.506,0.236,0.146,1.15,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,10_ConvTranspose2d_MaxPool_Hardtanh_Mean_Tanh.py,0.271,0.131,0.171,0.736,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,11_ConvTranspose2d_BatchNorm_Tanh_MaxPool_GroupNorm.py,1.9,0.641,1.49,3.94,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,12_Gemm_Multiply_LeakyReLU.py,0.337,0.142,0.0346,0.953,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,13_ConvTranspose3d_Mean_Add_Softmax_Tanh_Scaling.py,4.24,0.417,3.55,5.38,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,14_Gemm_Divide_Sum_Scaling.py,0.33,0.124,0.0231,0.585,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,15_ConvTranspose3d_BatchNorm_Subtract.py,6.97,0.368,6.27,7.81,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,16_ConvTranspose2d_Mish_Add_Hardtanh_Scaling.py,0.346,0.305,0.201,2.13,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,17_Conv2d_InstanceNorm_Divide.py,0.19,0.161,0.054,0.768,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,18_Matmul_Sum_Max_AvgPool_LogSumExp_LogSumExp.py,0.137,0.0983,0.0417,0.481,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,19_ConvTranspose2d_GELU_GroupNorm.py,1.98,0.568,1.08,3.01,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,20_ConvTranspose3d_Sum_ResidualAdd_Multiply_ResidualAdd.py,13.5,1.67,12.5,23.1,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,21_Conv2d_Add_Scale_Sigmoid_GroupNorm.py,0.191,0.105,0.0661,0.538,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,22_Matmul_Scale_ResidualAdd_Clamp_LogSumExp_Mish.py,0.152,0.0878,0.0489,0.47,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,23_Conv3d_GroupNorm_Mean.py,1.1,0.209,0.967,1.81,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,24_Conv3d_Min_Softmax.py,0.829,0.177,0.732,1.25,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,25_Conv2d_Min_Tanh_Tanh.py,0.145,0.0857,0.0437,0.362,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,26_ConvTranspose3d_Add_HardSwish.py,23.8,0.523,22.1,25.1,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,27_Conv3d_HardSwish_ReLU_Softmax_Mean.py,1.36,0.448,1.03,2.63,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,28_BMM_InstanceNorm_Sum_ResidualAdd_Multiply.py,0.298,0.114,0.0388,0.728,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,29_Matmul_Mish_Mish.py,0.139,0.0872,0.0141,0.397,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,30_Gemm_GroupNorm_Hardtanh.py,0.134,0.0789,0.042,0.419,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,31_Conv2d_Min_Add_Multiply.py,0.369,0.143,0.148,0.887,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,32_Conv2d_Scaling_Min.py,0.142,0.0867,0.0449,0.461,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,33_Gemm_Scale_BatchNorm.py,0.266,0.109,0.0641,0.649,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,34_ConvTranspose3d_LayerNorm_GELU_Scaling.py,121.0,0.229,121.0,122.0,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,35_Conv2d_Subtract_HardSwish_MaxPool_Mish.py,0.484,0.162,0.34,1.07,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,36_ConvTranspose2d_Min_Sum_GELU_Add.py,0.425,0.361,0.198,2.39,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,37_Matmul_Swish_Sum_GroupNorm.py,0.143,0.102,0.0375,0.415,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,38_ConvTranspose3d_AvgPool_Clamp_Softmax_Multiply.py,3.85,0.285,3.22,4.49,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,39_Gemm_Scale_BatchNorm.py,0.257,0.133,0.0617,0.71,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,40_Matmul_Scaling_ResidualAdd.py,0.148,0.125,0.0169,0.54,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,41_Gemm_BatchNorm_GELU_GroupNorm_Mean_ReLU.py,0.376,0.214,0.135,0.926,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,42_ConvTranspose2d_GlobalAvgPool_BiasAdd_LogSumExp_Sum_Multiply.py,0.209,0.146,0.0683,0.703,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,43_Conv3d_Max_LogSumExp_ReLU.py,0.898,0.157,0.795,1.43,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,44_ConvTranspose2d_Multiply_GlobalAvgPool_GlobalAvgPool_Mean.py,0.394,0.156,0.199,1.01,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,45_Gemm_Sigmoid_Sum_LogSumExp.py,0.137,0.102,0.023,0.519,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,46_Conv2d_Subtract_Tanh_Subtract_AvgPool.py,0.132,0.0871,0.0492,0.481,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,47_Conv3d_Mish_Tanh.py,0.241,0.127,0.0957,0.823,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,48_Conv3d_Scaling_Tanh_Multiply_Sigmoid.py,1.68,0.523,1.04,2.88,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,49_ConvTranspose3d_Softmax_Sigmoid.py,9.95,1.4,8.64,15.6,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,50_ConvTranspose3d_Scaling_AvgPool_BiasAdd_Scaling.py,17.9,0.679,16.8,20.2,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,51_Gemm_Subtract_GlobalAvgPool_LogSumExp_GELU_ResidualAdd.py,0.151,0.099,0.0528,0.447,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,52_Conv2d_Activation_BatchNorm.py,0.325,0.177,0.127,0.972,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,53_Gemm_Scaling_Hardtanh_GELU.py,0.397,0.178,0.12,1.39,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,54_Conv2d_Multiply_LeakyReLU_GELU.py,0.218,0.276,0.0461,2.4,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,55_Matmul_MaxPool_Sum_Scale.py,0.417,0.151,0.173,1.04,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,56_Matmul_Sigmoid_Sum.py,0.121,0.0834,0.0143,0.43,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,57_Conv2d_ReLU_HardSwish.py,0.143,0.0882,0.0538,0.53,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,58_ConvTranspose3d_LogSumExp_HardSwish_Subtract_Clamp_Max.py,24.5,1.97,22.9,37.7,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,59_Matmul_Swish_Scaling.py,0.358,0.135,0.123,1.03,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,60_ConvTranspose3d_Swish_GroupNorm_HardSwish.py,23.5,1.92,21.9,36.4,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,61_ConvTranspose3d_ReLU_GroupNorm.py,0.441,0.144,0.361,0.988,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,62_Matmul_GroupNorm_LeakyReLU_Sum.py,0.172,0.111,0.0357,0.567,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,63_Gemm_ReLU_Divide.py,0.157,0.0976,0.0398,0.462,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,64_Gemm_LogSumExp_LeakyReLU_LeakyReLU_GELU_GELU.py,0.181,0.139,0.0499,0.67,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,65_Conv2d_AvgPool_Sigmoid_Sum.py,0.262,0.215,0.0506,1.28,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,66_Matmul_Dropout_Mean_Softmax.py,0.179,0.154,0.0308,0.595,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,67_Conv2d_GELU_GlobalAvgPool.py,0.226,0.391,0.042,3.75,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,68_Matmul_Min_Subtract.py,0.124,0.108,0.0174,0.491,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,69_Conv2d_HardSwish_ReLU.py,0.146,0.115,0.0416,0.597,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,70_Gemm_Sigmoid_Scaling_ResidualAdd.py,0.232,0.176,0.0405,0.817,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,71_Conv2d_Divide_LeakyReLU.py,0.125,0.0865,0.042,0.45,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,72_ConvTranspose3d_BatchNorm_AvgPool_AvgPool.py,68.8,1.3,66.0,74.1,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,73_Conv2d_BatchNorm_Scaling.py,0.339,0.404,0.134,3.6,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,74_ConvTranspose3d_LeakyReLU_Multiply_LeakyReLU_Max.py,6.01,1.31,4.88,9.21,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,75_Gemm_GroupNorm_Min_BiasAdd.py,0.132,0.0867,0.0372,0.421,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,76_Gemm_Add_ReLU.py,0.132,0.0923,0.034,0.466,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,77_ConvTranspose3d_Scale_BatchNorm_GlobalAvgPool.py,2.42,0.464,1.88,3.4,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,78_ConvTranspose3d_Max_Max_Sum.py,4.08,0.359,3.44,5.29,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,79_Conv3d_Multiply_InstanceNorm_Clamp_Multiply_Max.py,2.02,0.557,1.14,3.11,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,80_Gemm_Max_Subtract_GELU.py,0.146,0.108,0.0432,0.591,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,81_Gemm_Swish_Divide_Clamp_Tanh_Clamp.py,0.14,0.109,0.0412,0.521,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,82_Conv2d_Tanh_Scaling_BiasAdd_Max.py,0.144,0.102,0.0514,0.628,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,83_Conv3d_GroupNorm_Min_Clamp_Dropout.py,1.82,0.539,1.08,2.9,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,84_Gemm_BatchNorm_Scaling_Softmax.py,0.298,0.205,0.0862,0.875,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,85_Conv2d_GroupNorm_Scale_MaxPool_Clamp.py,0.239,0.214,0.0646,1.03,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,86_Matmul_Divide_GELU.py,0.143,0.101,0.0305,0.635,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,87_Conv2d_Subtract_Subtract_Mish.py,0.134,0.0833,0.0458,0.362,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,88_Gemm_GroupNorm_Swish_Multiply_Swish.py,0.15,0.102,0.0428,0.461,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,89_ConvTranspose3d_MaxPool_Softmax_Subtract_Swish_Max.py,16.2,0.617,14.8,17.8,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,90_Conv3d_LeakyReLU_Sum_Clamp_GELU.py,1.84,0.514,1.04,2.76,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,91_ConvTranspose2d_Softmax_BiasAdd_Scaling_Sigmoid.py,0.351,0.128,0.248,0.758,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,92_Conv2d_GroupNorm_Tanh_HardSwish_ResidualAdd_LogSumExp.py,0.178,0.103,0.0844,0.669,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,93_ConvTranspose2d_Add_Min_GELU_Multiply.py,0.601,0.171,0.468,1.21,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,94_Gemm_BiasAdd_Hardtanh_Mish_GroupNorm.py,0.144,0.107,0.0371,0.619,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,95_Matmul_Add_Swish_Tanh_GELU_Hardtanh.py,0.154,0.108,0.0411,0.633,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,96_ConvTranspose3d_Multiply_Max_GlobalAvgPool_Clamp.py,17.9,1.65,16.7,24.6,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,97_Matmul_BatchNorm_BiasAdd_Divide_Swish.py,0.257,0.208,0.0871,1.05,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,98_Matmul_AvgPool_GELU_Scale_Max.py,0.153,0.115,0.0374,0.579,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,99_Matmul_GELU_Softmax.py,0.142,0.103,0.0166,0.534,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level2,100_ConvTranspose3d_Clamp_Min_Divide.py,3.01,6.13,1.8,47.1,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level3,1_MLP.py,0.186,0.157,0.0293,0.677,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level3,2_ShallowWideMLP.py,0.359,0.497,0.0456,4.22,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level3,3_DeepNarrowMLP.py,0.147,0.114,0.0372,0.719,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level3,4_LeNet5.py,0.121,0.0956,0.0357,0.457,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level3,5_AlexNet.py,1.66,0.399,1.16,2.72,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level3,6_GoogleNetInceptionModule.py,20.4,1.34,19.4,32.9,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level3,7_GoogleNetInceptionV1.py,3.17,4.27,1.89,29.0,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level3,8_ResNetBasicBlock.py,4.7,1.07,3.73,7.39,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level3,9_ResNet18.py,3.62,0.362,2.97,4.61,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level3,10_ResNet101.py,21.0,0.976,19.0,23.8,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level3,11_VGG16.py,8.97,0.963,8.26,13.6,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level3,12_VGG19.py,10.6,1.06,9.5,15.9,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level3,13_DenseNet121TransitionLayer.py,1.08,0.186,0.975,1.72,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level3,14_DenseNet121DenseBlock.py,19.1,0.519,17.9,20.4,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level3,15_DenseNet121.py,15.2,0.96,13.3,18.4,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level3,16_DenseNet201.py,29.4,1.07,26.5,32.7,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level3,17_SqueezeNetFireModule.py,1.47,0.191,1.33,2.23,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level3,18_SqueezeNet.py,0.403,0.108,0.344,0.949,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level3,19_MobileNetV1.py,5.06,1.19,3.79,14.1,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level3,20_MobileNetV2.py,8.78,2.15,7.5,29.1,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level3,21_EfficientNetMBConv.py,13.5,0.37,12.7,14.3,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level3,22_EfficientNetB0.py,7.33,0.556,6.12,9.1,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level3,23_EfficientNetB1.py,4.58,0.375,3.81,5.91,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level3,24_EfficientNetB2.py,2.64,0.264,2.03,3.23,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level3,25_ShuffleNetUnit.py,20.3,0.436,19.3,21.2,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level3,26_ShuffleNet.py,18.1,1.01,16.4,22.2,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level3,27_RegNet.py,5.97,0.826,5.03,8.12,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level3,28_VisionTransformer.py,1.67,0.226,1.46,2.68,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level3,29_SwinMLP.py,6.43,0.405,5.41,7.39,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level3,30_SwinTransformerV2.py,13.9,0.497,12.9,15.7,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level3,31_VisionAttention.py,26.1,1.61,25.3,33.2,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level3,32_ConvolutionalVisionTransformer.py,3.51,2.08,2.22,8.61,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level3,33_VanillaRNN.py,0.582,0.129,0.46,1.65,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level3,34_VanillaRNNHidden.py,0.476,0.0437,0.407,0.623,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level3,35_LTSM.py,88.2,9.75,79.9,154.0,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level3,36_LTSMHn.py,91.9,10.1,80.4,161.0,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level3,37_LTSMCn.py,92.0,5.34,83.0,138.0,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level3,38_LTSMBidirectional.py,136.0,9.77,128.0,201.0,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level3,39_GRU.py,137.0,5.36,131.0,162.0,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level3,40_GRUHidden.py,138.0,3.14,129.0,153.0,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level3,41_GRUBirectional.py,250.0,15.3,236.0,342.0,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level3,42_GRUBidirectionalHidden.py,255.0,10.3,241.0,300.0,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level3,43_MinGPTCausalAttention.py,26.9,1.73,26.1,35.7,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level3,44_MiniGPTBlock.py,66.1,3.15,64.0,77.9,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level3,45_UNetSoftmax.py,14.9,1.29,13.8,22.7,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level3,46_NetVladWithGhostClusters.py,3.08,1.91,2.24,14.6,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level3,47_NetVladNoGhostClusters.py,3.63,6.46,2.35,66.5,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level3,48_Mamba2ReturnY.py,2.98,1.88,1.64,5.98,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level3,49_Mamba2ReturnFinalState.py,1.2,0.59,0.554,1.94,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level3,50_ReLUSelfAttention.py,9.83,1.24,9.46,19.2,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,1_Square_matrix_multiplication_.py,0.367,0.0195,0.35,0.545,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,2_Standard_matrix_multiplication_.py,0.422,0.0384,0.4,0.702,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,3_Batched_matrix_multiplication.py,0.246,0.0071,0.234,0.283,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,4_Matrix_vector_multiplication_.py,0.262,0.0416,0.23,0.481,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,5_Matrix_scalar_multiplication.py,0.666,0.151,0.409,1.05,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,6_Matmul_with_large_K_dimension_.py,0.953,0.0367,0.884,1.27,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
